Product code,Bureau of Meteorology station number,Date,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,86232,9/4/2014,14.8,1,Y
IDCJAC0009,86232,10/4/2014,19.2,1,Y
IDCJAC0009,86232,11/4/2014,10.8,1,Y
IDCJAC0009,86232,12/4/2014,0.6,1,Y
IDCJAC0009,86232,13/4/2014,0,,Y
IDCJAC0009,86232,14/4/2014,0,,Y
IDCJAC0009,86232,15/4/2014,0,,Y
IDCJAC0009,86232,16/4/2014,0,,Y
IDCJAC0009,86232,17/4/2014,0,,Y
IDCJAC0009,86232,18/4/2014,0.2,1,Y
IDCJAC0009,86232,19/4/2014,2,1,Y
IDCJAC0009,86232,20/4/2014,0,,Y
IDCJAC0009,86232,21/4/2014,0,,Y
IDCJAC0009,86232,22/4/2014,6.8,1,Y
IDCJAC0009,86232,23/4/2014,4.8,1,Y
IDCJAC0009,86232,24/4/2014,0.6,1,Y
IDCJAC0009,86232,25/4/2014,0,,Y
IDCJAC0009,86232,26/4/2014,0,,Y
IDCJAC0009,86232,27/4/2014,0,,Y
IDCJAC0009,86232,28/4/2014,0,,Y
IDCJAC0009,86232,29/4/2014,0,,Y
IDCJAC0009,86232,30/4/2014,16,1,Y
IDCJAC0009,86232,1/5/2014,0,,Y
IDCJAC0009,86232,2/5/2014,0,,Y
IDCJAC0009,86232,3/5/2014,2.6,1,Y
IDCJAC0009,86232,4/5/2014,7,1,Y
IDCJAC0009,86232,5/5/2014,1.4,1,Y
IDCJAC0009,86232,6/5/2014,0.8,1,Y
IDCJAC0009,86232,7/5/2014,2,1,Y
IDCJAC0009,86232,8/5/2014,0,,Y
IDCJAC0009,86232,9/5/2014,0,,Y
IDCJAC0009,86232,10/5/2014,12.4,1,Y
IDCJAC0009,86232,11/5/2014,2.8,1,Y
IDCJAC0009,86232,12/5/2014,0,,Y
IDCJAC0009,86232,13/5/2014,0,,Y
IDCJAC0009,86232,14/5/2014,0,,Y
IDCJAC0009,86232,15/5/2014,0,,Y
IDCJAC0009,86232,16/5/2014,0,,Y
IDCJAC0009,86232,17/5/2014,0,,Y
IDCJAC0009,86232,18/5/2014,0.2,1,Y
IDCJAC0009,86232,19/5/2014,0,,Y
IDCJAC0009,86232,20/5/2014,0.6,1,Y
IDCJAC0009,86232,21/5/2014,0.4,1,Y
IDCJAC0009,86232,22/5/2014,0,,Y
IDCJAC0009,86232,23/5/2014,8.2,1,Y
IDCJAC0009,86232,24/5/2014,0.2,1,Y
IDCJAC0009,86232,25/5/2014,0.8,1,Y
IDCJAC0009,86232,26/5/2014,0.2,1,Y
IDCJAC0009,86232,27/5/2014,0,,Y
IDCJAC0009,86232,28/5/2014,1.4,1,Y
IDCJAC0009,86232,29/5/2014,0,,Y
IDCJAC0009,86232,30/5/2014,0,,Y
IDCJAC0009,86232,31/5/2014,0,,Y
IDCJAC0009,86232,1/6/2014,4.8,1,Y
IDCJAC0009,86232,2/6/2014,3.8,1,Y
IDCJAC0009,86232,3/6/2014,3.2,1,Y
IDCJAC0009,86232,4/6/2014,1.2,1,Y
IDCJAC0009,86232,5/6/2014,4.8,1,Y
IDCJAC0009,86232,6/6/2014,2.2,1,Y
IDCJAC0009,86232,7/6/2014,0.6,1,Y
IDCJAC0009,86232,8/6/2014,0.8,1,Y
IDCJAC0009,86232,9/6/2014,0,,Y
IDCJAC0009,86232,10/6/2014,0,,Y
IDCJAC0009,86232,11/6/2014,0,,Y
IDCJAC0009,86232,12/6/2014,0,,Y
IDCJAC0009,86232,13/6/2014,6.4,1,Y
IDCJAC0009,86232,14/6/2014,0.2,1,Y
IDCJAC0009,86232,15/6/2014,1.2,1,Y
IDCJAC0009,86232,16/6/2014,0.6,1,Y
IDCJAC0009,86232,17/6/2014,2.6,1,Y
IDCJAC0009,86232,18/6/2014,0,,Y
IDCJAC0009,86232,19/6/2014,0,,Y
IDCJAC0009,86232,20/6/2014,0,,Y
IDCJAC0009,86232,21/6/2014,0.6,1,Y
IDCJAC0009,86232,22/6/2014,0.2,1,Y
IDCJAC0009,86232,23/6/2014,0,,Y
IDCJAC0009,86232,24/6/2014,5.4,1,Y
IDCJAC0009,86232,25/6/2014,7,1,Y
IDCJAC0009,86232,26/6/2014,0.8,1,Y
IDCJAC0009,86232,27/6/2014,0,,Y
IDCJAC0009,86232,28/6/2014,0,,Y
IDCJAC0009,86232,29/6/2014,2.4,1,Y
IDCJAC0009,86232,30/6/2014,5.6,1,Y
IDCJAC0009,86232,1/7/2014,0.6,1,Y
IDCJAC0009,86232,2/7/2014,0,,Y
IDCJAC0009,86232,3/7/2014,0,,Y
IDCJAC0009,86232,4/7/2014,0,,Y
IDCJAC0009,86232,5/7/2014,0.2,1,Y
IDCJAC0009,86232,6/7/2014,0.6,1,Y
IDCJAC0009,86232,7/7/2014,0,,Y
IDCJAC0009,86232,8/7/2014,0.2,1,Y
IDCJAC0009,86232,9/7/2014,0.2,1,Y
IDCJAC0009,86232,10/7/2014,5.4,1,Y
IDCJAC0009,86232,11/7/2014,1.6,1,Y
IDCJAC0009,86232,12/7/2014,5.2,1,Y
IDCJAC0009,86232,13/7/2014,3.6,1,Y
IDCJAC0009,86232,14/7/2014,0.2,1,Y
IDCJAC0009,86232,15/7/2014,0,,Y
IDCJAC0009,86232,16/7/2014,2.6,1,Y
IDCJAC0009,86232,17/7/2014,0.4,1,Y
IDCJAC0009,86232,18/7/2014,3,1,Y
IDCJAC0009,86232,19/7/2014,0.8,1,Y
IDCJAC0009,86232,20/7/2014,0,,Y
IDCJAC0009,86232,21/7/2014,0,,Y
IDCJAC0009,86232,22/7/2014,0,,Y
IDCJAC0009,86232,23/7/2014,0,,Y
IDCJAC0009,86232,24/7/2014,0.2,1,Y
IDCJAC0009,86232,25/7/2014,0,,Y
IDCJAC0009,86232,26/7/2014,0.8,1,Y
IDCJAC0009,86232,27/7/2014,1.8,1,Y
IDCJAC0009,86232,28/7/2014,0,,Y
IDCJAC0009,86232,29/7/2014,0,,Y
IDCJAC0009,86232,30/7/2014,0,,Y
IDCJAC0009,86232,31/7/2014,0,,Y
IDCJAC0009,86232,1/8/2014,5.6,1,Y
IDCJAC0009,86232,2/8/2014,11.2,1,Y
IDCJAC0009,86232,3/8/2014,0,,Y
IDCJAC0009,86232,4/8/2014,0,,Y
IDCJAC0009,86232,5/8/2014,0,,Y
IDCJAC0009,86232,6/8/2014,0,,Y
IDCJAC0009,86232,7/8/2014,2,1,Y
IDCJAC0009,86232,8/8/2014,3.4,1,Y
IDCJAC0009,86232,9/8/2014,0,,Y
IDCJAC0009,86232,10/8/2014,2.2,1,Y
IDCJAC0009,86232,11/8/2014,6.4,1,Y
IDCJAC0009,86232,12/8/2014,1,1,Y
IDCJAC0009,86232,13/8/2014,0,,Y
IDCJAC0009,86232,14/8/2014,0,,Y
IDCJAC0009,86232,15/8/2014,0,,Y
IDCJAC0009,86232,16/8/2014,0.6,1,Y
IDCJAC0009,86232,17/8/2014,0.8,1,Y
IDCJAC0009,86232,18/8/2014,0,,Y
IDCJAC0009,86232,19/8/2014,0,,Y
IDCJAC0009,86232,20/8/2014,0,,Y
IDCJAC0009,86232,21/8/2014,0,,Y
IDCJAC0009,86232,22/8/2014,0,,Y
IDCJAC0009,86232,23/8/2014,0,,Y
IDCJAC0009,86232,24/8/2014,0.8,1,Y
IDCJAC0009,86232,25/8/2014,1.2,1,Y
IDCJAC0009,86232,26/8/2014,0,,Y
IDCJAC0009,86232,27/8/2014,0,,Y
IDCJAC0009,86232,28/8/2014,0,,Y
IDCJAC0009,86232,29/8/2014,0,,Y
IDCJAC0009,86232,30/8/2014,0,,Y
IDCJAC0009,86232,31/8/2014,0,,Y
IDCJAC0009,86232,1/9/2014,0,,Y
IDCJAC0009,86232,2/9/2014,11.6,1,Y
IDCJAC0009,86232,3/9/2014,0.2,1,Y
IDCJAC0009,86232,4/9/2014,0,,Y
IDCJAC0009,86232,5/9/2014,0,,Y
IDCJAC0009,86232,6/9/2014,0,,Y
IDCJAC0009,86232,7/9/2014,0,,Y
IDCJAC0009,86232,8/9/2014,0,,Y
IDCJAC0009,86232,9/9/2014,0,,Y
IDCJAC0009,86232,10/9/2014,1.6,1,Y
IDCJAC0009,86232,11/9/2014,4.6,1,Y
IDCJAC0009,86232,12/9/2014,0,,Y
IDCJAC0009,86232,13/9/2014,0,,Y
IDCJAC0009,86232,14/9/2014,0,,Y
IDCJAC0009,86232,15/9/2014,0,,Y
IDCJAC0009,86232,16/9/2014,0,,Y
IDCJAC0009,86232,17/9/2014,4,1,Y
IDCJAC0009,86232,18/9/2014,1,1,Y
IDCJAC0009,86232,19/9/2014,0.4,1,Y
IDCJAC0009,86232,20/9/2014,0,,Y
IDCJAC0009,86232,21/9/2014,0,,Y
IDCJAC0009,86232,22/9/2014,0,,Y
IDCJAC0009,86232,23/9/2014,0,,Y
IDCJAC0009,86232,24/9/2014,0,,Y
IDCJAC0009,86232,25/9/2014,12.8,1,Y
IDCJAC0009,86232,26/9/2014,0,,Y
IDCJAC0009,86232,27/9/2014,0,,Y
IDCJAC0009,86232,28/9/2014,0,,Y
IDCJAC0009,86232,29/9/2014,0,,Y
IDCJAC0009,86232,30/9/2014,0,,Y
IDCJAC0009,86232,1/10/2014,2.4,1,Y
IDCJAC0009,86232,2/10/2014,0,,Y
IDCJAC0009,86232,3/10/2014,0.8,1,Y
IDCJAC0009,86232,4/10/2014,0,,Y
IDCJAC0009,86232,5/10/2014,0,,Y
IDCJAC0009,86232,6/10/2014,0,,Y
IDCJAC0009,86232,7/10/2014,,,
IDCJAC0009,86232,8/10/2014,2.2,2,Y
IDCJAC0009,86232,9/10/2014,0,,Y
IDCJAC0009,86232,10/10/2014,0,,Y
IDCJAC0009,86232,11/10/2014,0,,Y
IDCJAC0009,86232,12/10/2014,0,,Y
IDCJAC0009,86232,13/10/2014,4.4,1,Y
IDCJAC0009,86232,14/10/2014,6.8,1,Y
IDCJAC0009,86232,15/10/2014,0,,Y
IDCJAC0009,86232,16/10/2014,0,,Y
IDCJAC0009,86232,17/10/2014,3.4,1,Y
IDCJAC0009,86232,18/10/2014,0,,Y
IDCJAC0009,86232,19/10/2014,0,,Y
IDCJAC0009,86232,20/10/2014,0,,Y
IDCJAC0009,86232,21/10/2014,0,,Y
IDCJAC0009,86232,22/10/2014,0,,Y
IDCJAC0009,86232,23/10/2014,0,,Y
IDCJAC0009,86232,24/10/2014,0,,Y
IDCJAC0009,86232,25/10/2014,0,,Y
IDCJAC0009,86232,26/10/2014,0,,Y
IDCJAC0009,86232,27/10/2014,23.2,1,Y
IDCJAC0009,86232,28/10/2014,3,1,Y
IDCJAC0009,86232,29/10/2014,0,,Y
IDCJAC0009,86232,30/10/2014,0,,Y
IDCJAC0009,86232,31/10/2014,0,,Y
IDCJAC0009,86232,1/11/2014,6.4,1,Y
IDCJAC0009,86232,2/11/2014,0.4,1,Y
IDCJAC0009,86232,3/11/2014,0,,Y
IDCJAC0009,86232,4/11/2014,0,,Y
IDCJAC0009,86232,5/11/2014,0,,Y
IDCJAC0009,86232,6/11/2014,0,,Y
IDCJAC0009,86232,7/11/2014,0,,Y
IDCJAC0009,86232,8/11/2014,0,,Y
IDCJAC0009,86232,9/11/2014,0,,Y
IDCJAC0009,86232,10/11/2014,0,,Y
IDCJAC0009,86232,11/11/2014,0,,Y
IDCJAC0009,86232,12/11/2014,0,,Y
IDCJAC0009,86232,13/11/2014,0,,Y
IDCJAC0009,86232,14/11/2014,0,,Y
IDCJAC0009,86232,15/11/2014,0,,Y
IDCJAC0009,86232,16/11/2014,37.2,1,Y
IDCJAC0009,86232,17/11/2014,0,,Y
IDCJAC0009,86232,18/11/2014,0,,Y
IDCJAC0009,86232,19/11/2014,0,,Y
IDCJAC0009,86232,20/11/2014,0,,Y
IDCJAC0009,86232,21/11/2014,1.2,1,Y
IDCJAC0009,86232,22/11/2014,0,,Y
IDCJAC0009,86232,23/11/2014,0,,Y
IDCJAC0009,86232,24/11/2014,1.8,1,Y
IDCJAC0009,86232,25/11/2014,12.2,1,Y
IDCJAC0009,86232,26/11/2014,0,,Y
IDCJAC0009,86232,27/11/2014,0,,Y
IDCJAC0009,86232,28/11/2014,0,,Y
IDCJAC0009,86232,29/11/2014,0,,Y
IDCJAC0009,86232,30/11/2014,0,,Y
IDCJAC0009,86232,1/12/2014,0,,Y
IDCJAC0009,86232,2/12/2014,0,,Y
IDCJAC0009,86232,3/12/2014,0,,Y
IDCJAC0009,86232,4/12/2014,8.2,1,Y
IDCJAC0009,86232,5/12/2014,0,,Y
IDCJAC0009,86232,6/12/2014,3.6,1,Y
IDCJAC0009,86232,7/12/2014,16.6,1,Y
IDCJAC0009,86232,8/12/2014,1.2,1,Y
IDCJAC0009,86232,9/12/2014,0,,Y
IDCJAC0009,86232,10/12/2014,0,,Y
IDCJAC0009,86232,11/12/2014,0,,Y
IDCJAC0009,86232,12/12/2014,0,,Y
IDCJAC0009,86232,13/12/2014,0,,Y
IDCJAC0009,86232,14/12/2014,0,,Y
IDCJAC0009,86232,15/12/2014,0,,Y
IDCJAC0009,86232,16/12/2014,0,,Y
IDCJAC0009,86232,17/12/2014,0,,Y
IDCJAC0009,86232,18/12/2014,0,,Y
IDCJAC0009,86232,19/12/2014,1.8,1,Y
IDCJAC0009,86232,20/12/2014,0,,Y
IDCJAC0009,86232,21/12/2014,0,,Y
IDCJAC0009,86232,22/12/2014,0,,Y
IDCJAC0009,86232,23/12/2014,1.4,1,Y
IDCJAC0009,86232,24/12/2014,1,1,Y
IDCJAC0009,86232,25/12/2014,0,,Y
IDCJAC0009,86232,26/12/2014,3,1,Y
IDCJAC0009,86232,27/12/2014,0,,Y
IDCJAC0009,86232,28/12/2014,0,,Y
IDCJAC0009,86232,29/12/2014,0,,Y
IDCJAC0009,86232,30/12/2014,0,,Y
IDCJAC0009,86232,31/12/2014,0,,Y
IDCJAC0009,86232,1/1/2015,0,,Y
IDCJAC0009,86232,2/1/2015,0,,Y
IDCJAC0009,86232,3/1/2015,0,,Y
IDCJAC0009,86232,4/1/2015,4.6,1,Y
IDCJAC0009,86232,5/1/2015,0,,Y
IDCJAC0009,86232,6/1/2015,0,,Y
IDCJAC0009,86232,7/1/2015,0,,Y
IDCJAC0009,86232,8/1/2015,21.6,1,Y
IDCJAC0009,86232,9/1/2015,1.8,1,Y
IDCJAC0009,86232,10/1/2015,7.4,1,Y
IDCJAC0009,86232,11/1/2015,0,,Y
IDCJAC0009,86232,12/1/2015,0,,Y
IDCJAC0009,86232,13/1/2015,0,,Y
IDCJAC0009,86232,14/1/2015,17.8,1,Y
IDCJAC0009,86232,15/1/2015,0,,Y
IDCJAC0009,86232,16/1/2015,0,,Y
IDCJAC0009,86232,17/1/2015,0,,Y
IDCJAC0009,86232,18/1/2015,0,,Y
IDCJAC0009,86232,19/1/2015,0,,Y
IDCJAC0009,86232,20/1/2015,0,,Y
IDCJAC0009,86232,21/1/2015,0,,Y
IDCJAC0009,86232,22/1/2015,0,,Y
IDCJAC0009,86232,23/1/2015,0,,Y
IDCJAC0009,86232,24/1/2015,0,,Y
IDCJAC0009,86232,25/1/2015,0,,Y
IDCJAC0009,86232,26/1/2015,3,1,Y
IDCJAC0009,86232,27/1/2015,0.6,1,Y
IDCJAC0009,86232,28/1/2015,0,,Y
IDCJAC0009,86232,29/1/2015,0,,Y
IDCJAC0009,86232,30/1/2015,0,,Y
IDCJAC0009,86232,31/1/2015,0,,Y
IDCJAC0009,86232,1/2/2015,11.8,1,Y
IDCJAC0009,86232,2/2/2015,2.6,1,Y
IDCJAC0009,86232,3/2/2015,0,,Y
IDCJAC0009,86232,4/2/2015,0,,Y
IDCJAC0009,86232,5/2/2015,0,,Y
IDCJAC0009,86232,6/2/2015,0,,Y
IDCJAC0009,86232,7/2/2015,0,,Y
IDCJAC0009,86232,8/2/2015,0,,Y
IDCJAC0009,86232,9/2/2015,0,,Y
IDCJAC0009,86232,10/2/2015,0,,Y
IDCJAC0009,86232,11/2/2015,0,,Y
IDCJAC0009,86232,12/2/2015,0,,Y
IDCJAC0009,86232,13/2/2015,0,,Y
IDCJAC0009,86232,14/2/2015,20.8,1,Y
IDCJAC0009,86232,15/2/2015,0.4,1,Y
IDCJAC0009,86232,16/2/2015,0,,Y
IDCJAC0009,86232,17/2/2015,0,,Y
IDCJAC0009,86232,18/2/2015,0,,Y
IDCJAC0009,86232,19/2/2015,0,,Y
IDCJAC0009,86232,20/2/2015,0,,Y
IDCJAC0009,86232,21/2/2015,0,,Y
IDCJAC0009,86232,22/2/2015,2.2,1,Y
IDCJAC0009,86232,23/2/2015,0,,Y
IDCJAC0009,86232,24/2/2015,3.6,1,Y
IDCJAC0009,86232,25/2/2015,0,,Y
IDCJAC0009,86232,26/2/2015,0,,Y
IDCJAC0009,86232,27/2/2015,0,,Y
IDCJAC0009,86232,28/2/2015,0,,Y
IDCJAC0009,86232,1/3/2015,16.4,1,Y
IDCJAC0009,86232,2/3/2015,0.4,1,Y
IDCJAC0009,86232,3/3/2015,0,,Y
IDCJAC0009,86232,4/3/2015,0,,Y
IDCJAC0009,86232,5/3/2015,,,
IDCJAC0009,86232,6/3/2015,,,
IDCJAC0009,86232,7/3/2015,0.8,3,Y
IDCJAC0009,86232,8/3/2015,0.2,1,Y
IDCJAC0009,86232,9/3/2015,0,,Y
IDCJAC0009,86232,10/3/2015,0,,Y
IDCJAC0009,86232,11/3/2015,0,,Y
IDCJAC0009,86232,12/3/2015,0,,Y
IDCJAC0009,86232,13/3/2015,0,,Y
IDCJAC0009,86232,14/3/2015,0,,Y
IDCJAC0009,86232,15/3/2015,0,,Y
IDCJAC0009,86232,16/3/2015,0,,Y
IDCJAC0009,86232,17/3/2015,0,,Y
IDCJAC0009,86232,18/3/2015,,,
IDCJAC0009,86232,19/3/2015,,,
IDCJAC0009,86232,20/3/2015,,,
IDCJAC0009,86232,21/3/2015,2.4,4,Y
IDCJAC0009,86232,22/3/2015,0,,Y
IDCJAC0009,86232,23/3/2015,0,,Y
IDCJAC0009,86232,24/3/2015,2.8,1,Y
IDCJAC0009,86232,25/3/2015,,,
IDCJAC0009,86232,26/3/2015,1.4,2,Y
IDCJAC0009,86232,27/3/2015,0,,Y
IDCJAC0009,86232,28/3/2015,0,,Y
IDCJAC0009,86232,29/3/2015,0,,Y
IDCJAC0009,86232,30/3/2015,0,,Y
IDCJAC0009,86232,31/3/2015,0,,Y
IDCJAC0009,86232,1/4/2015,0,,Y
IDCJAC0009,86232,2/4/2015,0.4,1,Y
IDCJAC0009,86232,3/4/2015,0,,Y
IDCJAC0009,86232,4/4/2015,0,,Y
IDCJAC0009,86232,5/4/2015,0,,Y
IDCJAC0009,86232,6/4/2015,0,,Y
IDCJAC0009,86232,7/4/2015,0,,Y
IDCJAC0009,86232,8/4/2015,6.2,1,Y
IDCJAC0009,86232,9/4/2015,0,,Y
IDCJAC0009,86232,10/4/2015,0,,Y
IDCJAC0009,86232,11/4/2015,0,,Y
IDCJAC0009,86232,12/4/2015,0,,Y
IDCJAC0009,86232,13/4/2015,0,,Y
IDCJAC0009,86232,14/4/2015,1.8,1,Y
IDCJAC0009,86232,15/4/2015,,,
IDCJAC0009,86232,16/4/2015,,,
IDCJAC0009,86232,17/4/2015,,,
IDCJAC0009,86232,18/4/2015,7,4,Y
IDCJAC0009,86232,19/4/2015,7.4,1,Y
IDCJAC0009,86232,20/4/2015,2.2,1,Y
IDCJAC0009,86232,21/4/2015,0,,Y
IDCJAC0009,86232,22/4/2015,0,,Y
IDCJAC0009,86232,23/4/2015,0,,Y
IDCJAC0009,86232,24/4/2015,0,,Y
IDCJAC0009,86232,25/4/2015,0,,Y
IDCJAC0009,86232,26/4/2015,,,
IDCJAC0009,86232,27/4/2015,0,,Y
IDCJAC0009,86232,28/4/2015,1.8,1,Y
IDCJAC0009,86232,29/4/2015,0,,Y
IDCJAC0009,86232,30/4/2015,0.2,1,Y
IDCJAC0009,86232,1/5/2015,0,,Y
IDCJAC0009,86232,2/5/2015,0,,Y
IDCJAC0009,86232,3/5/2015,0,,Y
IDCJAC0009,86232,4/5/2015,0.2,1,Y
IDCJAC0009,86232,5/5/2015,1.4,1,Y
IDCJAC0009,86232,6/5/2015,1.6,1,Y
IDCJAC0009,86232,7/5/2015,2.6,1,Y
IDCJAC0009,86232,8/5/2015,0.2,1,Y
IDCJAC0009,86232,9/5/2015,0,,Y
IDCJAC0009,86232,10/5/2015,10.6,1,Y
IDCJAC0009,86232,11/5/2015,2.6,1,Y
IDCJAC0009,86232,12/5/2015,0.2,1,Y
IDCJAC0009,86232,13/5/2015,6.2,1,Y
IDCJAC0009,86232,14/5/2015,4.2,1,Y
IDCJAC0009,86232,15/5/2015,2,1,Y
IDCJAC0009,86232,16/5/2015,0,,Y
IDCJAC0009,86232,17/5/2015,0,,Y
IDCJAC0009,86232,18/5/2015,0,,Y
IDCJAC0009,86232,19/5/2015,0,,Y
IDCJAC0009,86232,20/5/2015,3.4,1,Y
IDCJAC0009,86232,21/5/2015,7,1,Y
IDCJAC0009,86232,22/5/2015,0.4,1,Y
IDCJAC0009,86232,23/5/2015,0,,Y
IDCJAC0009,86232,24/5/2015,0,,Y
IDCJAC0009,86232,25/5/2015,0,,Y
IDCJAC0009,86232,26/5/2015,0,,Y
IDCJAC0009,86232,27/5/2015,0.2,1,Y
IDCJAC0009,86232,28/5/2015,0,,Y
IDCJAC0009,86232,29/5/2015,0,,Y
IDCJAC0009,86232,30/5/2015,0,,Y
IDCJAC0009,86232,31/5/2015,0,,Y
IDCJAC0009,86232,1/6/2015,7.4,1,Y
IDCJAC0009,86232,2/6/2015,4.2,1,Y
IDCJAC0009,86232,3/6/2015,0.8,1,Y
IDCJAC0009,86232,4/6/2015,0,,Y
IDCJAC0009,86232,5/6/2015,4.2,1,Y
IDCJAC0009,86232,6/6/2015,0.4,1,Y
IDCJAC0009,86232,7/6/2015,0,,Y
IDCJAC0009,86232,8/6/2015,0,,Y
IDCJAC0009,86232,9/6/2015,,,
IDCJAC0009,86232,10/6/2015,0,,Y
IDCJAC0009,86232,11/6/2015,0,,Y
IDCJAC0009,86232,12/6/2015,0.2,1,Y
IDCJAC0009,86232,13/6/2015,0,,Y
IDCJAC0009,86232,14/6/2015,0,,Y
IDCJAC0009,86232,15/6/2015,0,,Y
IDCJAC0009,86232,16/6/2015,4.8,1,Y
IDCJAC0009,86232,17/6/2015,0,,Y
IDCJAC0009,86232,18/6/2015,1.2,1,Y
IDCJAC0009,86232,19/6/2015,0,,Y
IDCJAC0009,86232,20/6/2015,0,,Y
IDCJAC0009,86232,21/6/2015,0,,Y
IDCJAC0009,86232,22/6/2015,0.2,1,Y
IDCJAC0009,86232,23/6/2015,0,,Y
IDCJAC0009,86232,24/6/2015,0,,Y
IDCJAC0009,86232,25/6/2015,0,,Y
IDCJAC0009,86232,26/6/2015,0,,Y
IDCJAC0009,86232,27/6/2015,0,,Y
IDCJAC0009,86232,28/6/2015,0,,Y
IDCJAC0009,86232,29/6/2015,0,,Y
IDCJAC0009,86232,30/6/2015,0,,Y
IDCJAC0009,86232,1/7/2015,0,,Y
IDCJAC0009,86232,2/7/2015,0.8,1,Y
IDCJAC0009,86232,3/7/2015,4.2,1,Y
IDCJAC0009,86232,4/7/2015,1.6,1,Y
IDCJAC0009,86232,5/7/2015,0,,Y
IDCJAC0009,86232,6/7/2015,2.6,1,Y
IDCJAC0009,86232,7/7/2015,0,,Y
IDCJAC0009,86232,8/7/2015,0,,Y
IDCJAC0009,86232,9/7/2015,0,,Y
IDCJAC0009,86232,10/7/2015,0,,Y
IDCJAC0009,86232,11/7/2015,0.6,1,Y
IDCJAC0009,86232,12/7/2015,4.2,1,Y
IDCJAC0009,86232,13/7/2015,29.6,1,Y
IDCJAC0009,86232,14/7/2015,4.4,1,Y
IDCJAC0009,86232,15/7/2015,4.4,1,Y
IDCJAC0009,86232,16/7/2015,0.2,1,Y
IDCJAC0009,86232,17/7/2015,2.6,1,Y
IDCJAC0009,86232,18/7/2015,0.8,1,Y
IDCJAC0009,86232,19/7/2015,0,,Y
